path,modality,study,status,sop_class,dicom_modality,transfer_syntax,photometric,samples_per_pixel,bits_allocated,bits_stored,signed,is_image,compressed,width,height,components,frames,src_bytes,j2k_bytes,enc_seconds,dec_seconds,detail
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/MR/MRI_Study3/Pelvis_Prd_Female_Pelvis - MR218/t1_vibe_fs_Sag_DYNAMIC_NEW_36/IM-0129-0077.dcm,MR,MRI_Study3,OK,MR Image Storage,MR,1.2.840.10008.1.2,MONOCHROME2,1,16,12,0,1,0,176,256,1,1,190756,23486,0.081,0.0191,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/CT/CT_Study3/Abd_Triple_Phae(Adult) - CT204/ABD__7Mints_200_THIN_SOFT_24/IM-0018-0413.dcm,CT,CT_Study3,OK,CT Image Storage,CT,1.2.840.10008.1.2.1,MONOCHROME2,1,16,16,0,1,0,512,512,1,1,528928,148575,0.1309,0.037,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/MR/MRI_Study2/Head_Dot - MR36/TOF_3D_Brain_16/IM-0044-0202.dcm,MR,MRI_Study2,OK,MR Image Storage,MR,1.2.840.10008.1.2,MONOCHROME2,1,16,12,0,1,0,512,512,1,1,618116,59713,0.1321,0.0258,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/CT/CT_Study4/Thorax_Covid(Adult) - CT223/Thorax_COVID_100_THIN_LUNG_3/IM-0002-0680.dcm,CT,CT_Study4,OK,CT Image Storage,CT,1.2.840.10008.1.2.1,MONOCHROME2,1,16,16,0,1,0,512,512,1,1,528848,262925,0.1425,0.0373,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/CT/CT_Study4/Thorax_Covid(Adult) - CT223/Thorax_COVID_200_THIN_SOFT_4/IM-0003-0223.dcm,CT,CT_Study4,OK,CT Image Storage,CT,1.2.840.10008.1.2.1,MONOCHROME2,1,16,16,0,1,0,512,512,1,1,528850,173490,0.1443,0.0379,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/MR/MRI_Study4/Head_Dot - MR47/Mag_Images_16/IM-0148-0037.dcm,MR,MRI_Study4,OK,MR Image Storage,MR,1.2.840.10008.1.2,MONOCHROME2,1,16,12,0,1,0,224,256,1,1,217914,26069,0.1069,0.019,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/CT/CT_Study5/Abd_Triple_Phae(Adult) - CT32/Venous_Phase_500_11/IM-0009-0080.dcm,CT,CT_Study5,OK,CT Image Storage,CT,1.2.840.10008.1.2.1,MONOCHROME2,1,16,16,0,1,0,512,512,1,1,528876,151075,0.1257,0.0362,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/CT/CT_Study3/Abd_Triple_Phae(Adult) - CT204/Abd_Plain_200_THIN_SOFT_3/IM-0002-0536.dcm,CT,CT_Study3,OK,CT Image Storage,CT,1.2.840.10008.1.2.1,MONOCHROME2,1,16,16,0,1,0,512,512,1,1,528890,149036,0.1567,0.027,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/CT/CT_Study3/Abd_Triple_Phae(Adult) - CT204/Venous_Phase_1_200_THIN_SOFT_18/IM-0014-0472.dcm,CT,CT_Study3,OK,CT Image Storage,CT,1.2.840.10008.1.2.1,MONOCHROME2,1,16,16,0,1,0,512,512,1,1,528936,141333,0.1407,0.0343,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/CT/CT_Study5/Abd_Triple_Phae(Adult) - CT32/ABD__40_Mints_200_THIN_SOFT_23/IM-0018-0124.dcm,CT,CT_Study5,OK,CT Image Storage,CT,1.2.840.10008.1.2.1,MONOCHROME2,1,16,16,0,1,0,512,512,1,1,528880,146034,0.1531,0.0363,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/MR/MRI_Study4/Head_Dot - MR47/Whole_Spine_200_THIN_BONE_3/IM-0136-0135.dcm,MR,MRI_Study4,OK,CT Image Storage,CT,1.2.840.10008.1.2.1,MONOCHROME2,1,16,16,0,1,0,512,512,1,1,528870,253684,0.1418,0.0388,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/CT/CT_Study4/Thorax_Covid(Adult) - CT223/Thorax_COVID_100_THIN_LUNG_3/IM-0002-0079.dcm,CT,CT_Study4,OK,CT Image Storage,CT,1.2.840.10008.1.2.1,MONOCHROME2,1,16,16,0,1,0,512,512,1,1,528842,231932,0.146,0.0359,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/MR/MRI_Study3/Pelvis_Prd_Female_Pelvis - MR218/ep2d_diff_b0_b400_b800_128_TRACEW_3/IM-0097-0001.dcm,MR,MRI_Study3,OK,MR Image Storage,MR,1.2.840.10008.1.2,MONOCHROME2,1,16,12,0,1,0,128,128,1,1,139030,10300,0.0971,0.0167,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/MR/MRI_Study2/Head_Dot - MR68/Whole_Spine_200_THIN_SOFT_6/IM-0052-0363.dcm,MR,MRI_Study2,OK,CT Image Storage,CT,1.2.840.10008.1.2.1,MONOCHROME2,1,16,16,0,1,0,512,512,1,1,528962,161686,0.1332,0.0387,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/MR/MRI_Study2/Head_Dot - MR68/Whole_Spine_060_THIN_BONE_13/IM-0059-0064.dcm,MR,MRI_Study2,OK,CT Image Storage,CT,1.2.840.10008.1.2.1,MONOCHROME2,1,16,16,0,1,0,512,512,1,1,528964,293367,0.146,0.0392,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/MR/MRI_Study5/Head_Dot - MR89/flair_cor_obl_3mm_28/IM-0222-0001.dcm,MR,MRI_Study5,OK,MR Image Storage,MR,1.2.840.10008.1.2,MONOCHROME2,1,16,12,0,1,0,168,256,1,1,201796,34558,0.095,0.0161,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/CT/CT_Study3/Abd_Triple_Phae(Adult) - CT204/Che+Abd__CECT_200_THIN_SOFT_16/IM-0012-0090.dcm,CT,CT_Study3,OK,CT Image Storage,CT,1.2.840.10008.1.2.1,MONOCHROME2,1,16,16,0,1,0,512,512,1,1,528914,139130,0.1282,0.0315,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/CT/CT_Study5/Abd_Triple_Phae(Adult) - CT32/Abd_Plain_200_THIN_SOFT_6/IM-0004-0144.dcm,CT,CT_Study5,OK,CT Image Storage,CT,1.2.840.10008.1.2.1,MONOCHROME2,1,16,16,0,1,0,512,512,1,1,528870,156366,0.1295,0.0333,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/CT/CT_Study3/Abd_Triple_Phae(Adult) - CT204/Dose_Report_502/IM-0023-0513.dcm,CT,CT_Study3,ENCODE_FAIL,X-Ray Radiation Dose SR Storage,SR,1.2.840.10008.1.2.1,,1,0,0,0,0,0,0,0,0,1,2119420,0,0.0127,0.0,"Error: Invalid parameter: DICOM file missing Pixel Data tag (7FE0,0010)"
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/MR/MRI_Study5/Head_Dot - MR89/PC_3D_21/IM-0215-0084.dcm,MR,MRI_Study5,OK,MR Image Storage,MR,1.2.840.10008.1.2,MONOCHROME2,1,16,12,0,1,0,208,256,1,1,199980,21524,0.0829,0.018,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/MR/MRI_Study2/Head_Dot - MR68/Whole_Spine_200_THIN_BONE_5/IM-0051-0001.dcm,MR,MRI_Study2,OK,CT Image Storage,CT,1.2.840.10008.1.2.1,MONOCHROME2,1,16,16,0,1,0,512,512,1,1,528962,254401,0.1273,0.0391,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/CT/CT_Study5/Abd_Triple_Phae(Adult) - CT32/Venous_Phase_1_200_THIN_SOFT_14/IM-0012-0076.dcm,CT,CT_Study5,OK,CT Image Storage,CT,1.2.840.10008.1.2.1,MONOCHROME2,1,16,16,0,1,0,512,512,1,1,528886,146478,0.1381,0.0341,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/MR/MRI_Study5/Head_Dot - MR89/Localizers_1/IM-0237-0090-0002.dcm,MR,MRI_Study5,OK,MR Image Storage,MR,1.2.840.10008.1.2,MONOCHROME2,1,16,12,0,1,0,160,160,1,1,147446,15249,0.0863,0.0155,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/MR/MRI_Study2/Head_Dot - MR68/ep2d_diff_3scan_trace_p2_ADC_DFC_MIX_6/IM-0052-0024.dcm,MR,MRI_Study2,OK,MR Image Storage,MR,1.2.840.10008.1.2,MONOCHROME2,1,16,12,0,1,0,180,180,1,1,174244,4999,0.0871,0.0162,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/CT/CT_Study4/Thorax_Covid(Adult) - CT223/Thorax_COVID_100_THIN_LUNG_3/IM-0002-0890.dcm,CT,CT_Study4,OK,CT Image Storage,CT,1.2.840.10008.1.2.1,MONOCHROME2,1,16,16,0,1,0,512,512,1,1,528848,262447,0.1281,0.0352,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/MR/MRI_Study4/Head_Dot - MR47/Whole_Spine_200_THIN_BONE_3/IM-0136-0147.dcm,MR,MRI_Study4,OK,CT Image Storage,CT,1.2.840.10008.1.2.1,MONOCHROME2,1,16,16,0,1,0,512,512,1,1,528870,255250,0.1333,0.0386,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/CT/CT_Study2/Thorax_Covid(Adult) - CT223/Thorax_COVID_200_THIN_SOFT_4/IM-0003-0376.dcm,CT,CT_Study2,OK,CT Image Storage,CT,1.2.840.10008.1.2.1,MONOCHROME2,1,16,16,0,1,0,512,512,1,1,528858,184802,0.1274,0.0346,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/MR/MRI_Study3/Pelvis_Prd_Female_Pelvis - MR218/t1_vibe_fs_Sag_DYNAMIC_NEW_26/IM-0119-0062.dcm,MR,MRI_Study3,OK,MR Image Storage,MR,1.2.840.10008.1.2,MONOCHROME2,1,16,12,0,1,0,176,256,1,1,190754,24602,0.0808,0.0179,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/MR/MRI_Study3/Pelvis_Prd_Female_Pelvis - MR218/t2_blade_tra_p2_trig_320_23/IM-0117-0029.dcm,MR,MRI_Study3,OK,MR Image Storage,MR,1.2.840.10008.1.2,MONOCHROME2,1,16,12,0,1,0,320,320,1,1,312710,56275,0.0959,0.0233,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/CT/CT_Study5/Abd_Triple_Phae(Adult) - CT32/Venous_Phase_200_THIN_SOFT_12/IM-0010-0199.dcm,CT,CT_Study5,OK,CT Image Storage,CT,1.2.840.10008.1.2.1,MONOCHROME2,1,16,16,0,1,0,512,512,1,1,528886,151938,0.1549,0.0448,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/US/US_Study3/Unnamed - 0/unnamed_1/IM-0005-0021.dcm,US,US_Study3,OK,Ultrasound Image Storage,US,1.2.840.10008.1.2.4.50,YBR_FULL_422,3,8,8,0,1,1,1016,758,3,1,126014,269211,1.849,0.0904,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/MR/MRI_Study2/Head_Dot - MR68/BRAIN_PLAIN_200_THIN_SOFT_3/IM-0050-0026.dcm,MR,MRI_Study2,OK,CT Image Storage,CT,1.2.840.10008.1.2.1,MONOCHROME2,1,16,16,0,1,0,512,512,1,1,529054,105785,0.1262,0.0277,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/MR/MRI_Study3/Pelvis_Prd_Female_Pelvis - MR218/ep2d_diff_b50_400_800_p2_ADC_21/IM-0115-0018.dcm,MR,MRI_Study3,OK,MR Image Storage,MR,1.2.840.10008.1.2,MONOCHROME2,1,16,12,0,1,0,384,300,1,1,328958,113704,0.0982,0.0281,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/MR/MRI_Study2/Head_Dot - MR68/Whole_Spine_300_cor_9/IM-0055-0039.dcm,MR,MRI_Study2,OK,CT Image Storage,CT,1.2.840.10008.1.2.1,MONOCHROME2,1,16,16,0,1,0,512,1330,1,1,1366534,503620,0.238,0.0566,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/MR/MRI_Study2/Head_Dot - MR68/Whole_Spine_060_THIN_BONE_13/IM-0059-0370.dcm,MR,MRI_Study2,OK,CT Image Storage,CT,1.2.840.10008.1.2.1,MONOCHROME2,1,16,16,0,1,0,512,512,1,1,528966,282231,0.1396,0.0396,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/MR/MRI_Study3/Pelvis_Prd_Female_Pelvis - MR218/t1_fl2d_oppin_tra_p2_bh_18/IM-0112-0041.dcm,MR,MRI_Study3,OK,MR Image Storage,MR,1.2.840.10008.1.2,MONOCHROME2,1,16,12,0,1,0,512,416,1,1,538660,78360,0.1307,0.0272,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/MR/MRI_Study5/Head_Dot - MR89/Pha_Images_9/IM-0204-0045.dcm,MR,MRI_Study5,OK,MR Image Storage,MR,1.2.840.10008.1.2,MONOCHROME2,1,16,12,0,1,0,224,256,1,1,217862,76234,0.0859,0.0221,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/MR/MRI_Study2/Head_Dot - MR68/Whole_Spine_060_THIN_BONE_13/IM-0059-0733.dcm,MR,MRI_Study2,OK,CT Image Storage,CT,1.2.840.10008.1.2.1,MONOCHROME2,1,16,16,0,1,0,512,512,1,1,528966,319847,0.1381,0.0385,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/MR/MRI_Study4/Head_Dot - MR47/Whole_Spine_200_THIN_BONE_3/IM-0136-0041.dcm,MR,MRI_Study4,OK,CT Image Storage,CT,1.2.840.10008.1.2.1,MONOCHROME2,1,16,16,0,1,0,512,512,1,1,528868,258180,0.1435,0.0355,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/MR/MRI_Study2/Head_Dot - MR68/Whole_Spine_200_THIN_BONE_5/IM-0051-0507.dcm,MR,MRI_Study2,OK,CT Image Storage,CT,1.2.840.10008.1.2.1,MONOCHROME2,1,16,16,0,1,0,512,512,1,1,528968,267882,0.1534,0.0348,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/MR/MRI_Study2/Head_Dot - MR68/Whole_Spine_060_THIN_BONE_13/IM-0059-0031.dcm,MR,MRI_Study2,OK,CT Image Storage,CT,1.2.840.10008.1.2.1,MONOCHROME2,1,16,16,0,1,0,512,512,1,1,528964,292979,0.1525,0.0392,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/MR/MRI_Study3/Pelvis_Prd_Female_Pelvis - MR218/t1_vibe_fs_Sag_DYNAMIC_NEW_SUB_33/IM-0126-0069.dcm,MR,MRI_Study3,OK,MR Image Storage,MR,1.2.840.10008.1.2,MONOCHROME2,1,16,12,0,1,0,176,256,1,1,190796,21834,0.0853,0.0229,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/CT/CT_Study3/Abd_Triple_Phae(Adult) - CT204/Che+Abd__CECT_200_THIN_SOFT_16/IM-0012-0507.dcm,CT,CT_Study3,OK,CT Image Storage,CT,1.2.840.10008.1.2.1,MONOCHROME2,1,16,16,0,1,0,512,512,1,1,528916,151087,0.1363,0.0306,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/MR/MRI_Study1/LSpine_Ls_Spine_New - MR276/Pha_Images_24/IM-0021-0046.dcm,MR,MRI_Study1,OK,MR Image Storage,MR,1.2.840.10008.1.2,MONOCHROME2,1,16,12,0,1,0,224,256,1,1,217802,78935,0.0901,0.0276,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/MR/MRI_Study2/Head_Dot - MR68/Whole_Spine_300_sag_11/IM-0057-0041.dcm,MR,MRI_Study2,OK,CT Image Storage,CT,1.2.840.10008.1.2.1,MONOCHROME2,1,16,16,0,1,0,512,1479,1,1,1519094,581232,0.2429,0.0828,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/MR/MRI_Study4/Head_Dot - MR47/Whole_Spine_200_THIN_SOFT_4/IM-0137-0666.dcm,MR,MRI_Study4,OK,CT Image Storage,CT,1.2.840.10008.1.2.1,MONOCHROME2,1,16,16,0,1,0,512,512,1,1,528872,170029,0.1531,0.0407,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/CT/CT_Study3/Abd_Triple_Phae(Adult) - CT204/Venous_Phase_1_200_THIN_SOFT_18/IM-0014-0361.dcm,CT,CT_Study3,OK,CT Image Storage,CT,1.2.840.10008.1.2.1,MONOCHROME2,1,16,16,0,1,0,512,512,1,1,528936,149826,0.1492,0.0454,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/MR/MRI_Study5/Head_Dot - MR89/t1_tir_tra_3mm_26/IM-0220-0028.dcm,MR,MRI_Study5,OK,MR Image Storage,MR,1.2.840.10008.1.2,MONOCHROME2,1,16,12,0,1,0,432,512,1,1,562016,86837,0.1364,0.0337,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/MR/MRI_Study2/Head_Dot - MR68/Whole_Spine_200_THIN_BONE_5/IM-0051-0653.dcm,MR,MRI_Study2,OK,CT Image Storage,CT,1.2.840.10008.1.2.1,MONOCHROME2,1,16,16,0,1,0,512,512,1,1,528968,282671,0.1563,0.0422,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/MR/MRI_Study2/Head_Dot - MR68/TOF_3D_multislab_17/IM-0063-0159.dcm,MR,MRI_Study2,OK,MR Image Storage,MR,1.2.840.10008.1.2,MONOCHROME2,1,16,12,0,1,0,512,512,1,1,619550,70326,0.1546,0.0256,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/CT/CT_Study3/Abd_Triple_Phae(Adult) - CT204/Che+Abd__CECT_200_THIN_SOFT_16/IM-0012-0626.dcm,CT,CT_Study3,OK,CT Image Storage,CT,1.2.840.10008.1.2.1,MONOCHROME2,1,16,16,0,1,0,512,512,1,1,528916,143374,0.1355,0.0434,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/CT/CT_Study1/Abd_Triple_Phae(Adult) - CT32/Arterial_Phase_200_THIN_SOFT_7/IM-0006-0296.dcm,CT,CT_Study1,OK,CT Image Storage,CT,1.2.840.10008.1.2.1,MONOCHROME2,1,16,16,0,1,0,512,512,1,1,528864,152710,0.1551,0.0374,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/MR/MRI_Study2/Head_Dot - MR68/Whole_Spine_060_THIN_BONE_13/IM-0059-0228.dcm,MR,MRI_Study2,OK,CT Image Storage,CT,1.2.840.10008.1.2.1,MONOCHROME2,1,16,16,0,1,0,512,512,1,1,528966,288961,0.1447,0.0414,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/CT/CT_Study5/Abd_Triple_Phae(Adult) - CT32/Abd_Plain_200_THIN_SOFT_3/IM-0002-0388.dcm,CT,CT_Study5,OK,CT Image Storage,CT,1.2.840.10008.1.2.1,MONOCHROME2,1,16,16,0,1,0,512,512,1,1,528872,141876,0.1365,0.045,
/Users/raster/Library/CloudStorage/GoogleDrive-ranjithkumar.k@raster.sksh.ac.in/.shortcut-targets-by-id/1yz_KcLqa6FDdNQzWgvHjaKvzwyvFxtf4/Radiology DICOM Data/CT/CT_Study1/Abd_Triple_Phae(Adult) - CT32/Venous_Phase_1_200_THIN_SOFT_11/IM-0010-0271.dcm,CT,CT_Study1,OK,CT Image Storage,CT,1.2.840.10008.1.2.1,MONOCHROME2,1,16,16,0,1,0,512,512,1,1,528866,152429,0.1625,0.0507,
